file_name,entropy,mean,variance,std_dev,skewness,kurtosis,energy,rms,histogram_0,histogram_1,histogram_2,histogram_3,histogram_4,histogram_5,histogram_6,histogram_7,histogram_8,histogram_9,histogram_10,histogram_11,histogram_12,histogram_13,histogram_14,histogram_15,histogram_16,histogram_17,histogram_18,histogram_19,histogram_20,histogram_21,histogram_22,histogram_23,histogram_24,histogram_25,histogram_26,histogram_27,histogram_28,histogram_29,histogram_30,histogram_31,histogram_32,histogram_33,histogram_34,histogram_35,histogram_36,histogram_37,histogram_38,histogram_39,histogram_40,histogram_41,histogram_42,histogram_43,histogram_44,histogram_45,histogram_46,histogram_47,histogram_48,histogram_49,histogram_50,histogram_51,histogram_52,histogram_53,histogram_54,histogram_55,histogram_56,histogram_57,histogram_58,histogram_59,histogram_60,histogram_61,histogram_62,histogram_63,histogram_64,histogram_65,histogram_66,histogram_67,histogram_68,histogram_69,histogram_70,histogram_71,histogram_72,histogram_73,histogram_74,histogram_75,histogram_76,histogram_77,histogram_78,histogram_79,histogram_80,histogram_81,histogram_82,histogram_83,histogram_84,histogram_85,histogram_86,histogram_87,histogram_88,histogram_89,histogram_90,histogram_91,histogram_92,histogram_93,histogram_94,histogram_95,histogram_96,histogram_97,histogram_98,histogram_99,histogram_100,histogram_101,histogram_102,histogram_103,histogram_104,histogram_105,histogram_106,histogram_107,histogram_108,histogram_109,histogram_110,histogram_111,histogram_112,histogram_113,histogram_114,histogram_115,histogram_116,histogram_117,histogram_118,histogram_119,histogram_120,histogram_121,histogram_122,histogram_123,histogram_124,histogram_125,histogram_126,histogram_127,histogram_128,histogram_129,histogram_130,histogram_131,histogram_132,histogram_133,histogram_134,histogram_135,histogram_136,histogram_137,histogram_138,histogram_139,histogram_140,histogram_141,histogram_142,histogram_143,histogram_144,histogram_145,histogram_146,histogram_147,histogram_148,histogram_149,histogram_150,histogram_151,histogram_152,histogram_153,histogram_154,histogram_155,histogram_156,histogram_157,histogram_158,histogram_159,histogram_160,histogram_161,histogram_162,histogram_163,histogram_164,histogram_165,histogram_166,histogram_167,histogram_168,histogram_169,histogram_170,histogram_171,histogram_172,histogram_173,histogram_174,histogram_175,histogram_176,histogram_177,histogram_178,histogram_179,histogram_180,histogram_181,histogram_182,histogram_183,histogram_184,histogram_185,histogram_186,histogram_187,histogram_188,histogram_189,histogram_190,histogram_191,histogram_192,histogram_193,histogram_194,histogram_195,histogram_196,histogram_197,histogram_198,histogram_199,histogram_200,histogram_201,histogram_202,histogram_203,histogram_204,histogram_205,histogram_206,histogram_207,histogram_208,histogram_209,histogram_210,histogram_211,histogram_212,histogram_213,histogram_214,histogram_215,histogram_216,histogram_217,histogram_218,histogram_219,histogram_220,histogram_221,histogram_222,histogram_223,histogram_224,histogram_225,histogram_226,histogram_227,histogram_228,histogram_229,histogram_230,histogram_231,histogram_232,histogram_233,histogram_234,histogram_235,histogram_236,histogram_237,histogram_238,histogram_239,histogram_240,histogram_241,histogram_242,histogram_243,histogram_244,histogram_245,histogram_246,histogram_247,histogram_248,histogram_249,histogram_250,histogram_251,histogram_252,histogram_253,histogram_254,histogram_255,algorithm
file0346.txt.enc,7.973602238759777,128.17082484725051,5454.031918667896,73.85141785143936,-0.008678104603058318,-1.2025135584676008,839808,10.339255469616164,32,25,27,25,25,24,30,35,34,34,29,28,33,23,36,28,22,36,33,43,38,35,29,25,29,26,29,45,30,21,32,31,32,30,24,30,30,24,38,28,27,26,16,36,36,43,30,21,36,34,34,36,30,36,23,24,31,41,24,39,24,30,26,36,25,29,36,29,28,52,27,38,23,38,36,33,33,24,22,21,36,31,33,27,23,39,31,14,35,29,29,32,24,32,18,20,26,32,30,28,25,34,36,32,44,31,28,36,32,42,27,35,24,33,29,27,30,24,34,35,27,29,31,27,33,29,24,36,42,27,26,36,33,40,41,25,37,26,31,25,32,30,32,34,29,24,38,30,21,26,28,30,22,38,33,43,30,28,35,32,35,28,35,25,28,18,39,42,26,33,28,32,37,42,25,25,33,32,23,25,34,30,40,28,39,24,25,29,26,25,28,23,31,34,30,31,36,40,35,32,28,25,38,27,33,27,26,30,31,35,40,26,27,33,40,31,16,35,35,35,38,40,27,31,31,29,29,33,23,25,34,28,41,37,33,36,26,28,30,24,27,28,28,24,35,31,35,41,33,35,21,24,38,33,34,29,DES
file0503.txt.enc,7.978004844331922,127.20553691275168,5305.7776251431715,72.84076897687977,0.006207791996397484,-1.161666297388391,878531,10.261040402601283,32,32,28,35,34,40,28,26,24,21,37,34,37,43,35,38,32,34,30,33,27,24,31,26,32,19,32,23,41,24,39,36,29,38,22,32,36,26,25,28,36,23,28,21,37,33,33,33,34,31,27,39,39,31,42,38,43,38,29,25,33,31,33,32,33,48,34,30,34,32,32,31,26,30,38,30,33,23,29,29,40,28,34,31,35,36,42,34,36,37,24,26,31,33,26,40,30,44,42,34,38,34,33,40,40,36,36,40,37,37,35,38,25,34,37,20,45,44,25,29,35,27,23,39,36,37,33,34,38,36,41,35,20,42,31,31,35,30,31,45,30,38,41,43,37,31,37,25,22,43,33,32,26,26,44,29,31,24,31,37,41,32,37,30,34,32,30,38,36,29,32,33,28,37,31,32,21,28,38,37,35,34,33,19,39,39,27,36,37,32,28,27,28,36,37,32,34,36,35,39,30,33,38,26,39,41,31,31,30,31,24,27,29,30,30,33,29,30,32,36,39,36,27,26,39,26,35,32,33,27,22,38,36,35,30,37,27,30,32,38,26,28,37,25,25,31,38,27,24,23,29,40,26,32,37,33,DES
file0513.txt.enc,7.977308501049912,128.3174672489083,5361.792227646308,73.22425982996556,-0.010310931660620573,-1.1844853651728782,970300,10.292130372194732,26,30,28,33,36,35,33,42,35,40,41,30,32,46,30,36,32,31,35,28,37,26,26,40,28,38,22,32,24,33,45,48,29,33,32,36,36,37,34,44,21,42,40,41,43,48,36,38,31,36,31,32,33,48,36,28,33,40,40,46,40,31,44,37,40,32,36,30,29,27,43,42,39,29,34,21,20,31,31,43,36,37,40,33,38,33,38,33,30,37,36,38,36,31,37,34,41,42,40,32,54,32,39,41,35,41,31,31,36,30,38,44,35,49,34,41,37,41,39,32,46,30,33,42,33,40,29,35,35,32,32,32,30,34,36,27,51,45,33,44,33,26,42,43,38,47,24,35,35,29,32,44,33,43,33,42,32,26,45,26,33,42,34,44,33,57,31,36,32,49,43,36,34,38,42,30,31,35,32,40,40,37,28,37,43,30,40,35,38,36,30,32,32,30,41,47,44,43,36,47,34,31,35,33,22,37,29,29,43,29,44,23,42,43,38,35,31,41,35,37,32,33,42,39,34,39,43,29,24,37,43,55,29,36,37,26,31,44,36,30,31,33,29,37,47,39,32,44,29,33,31,46,32,33,32,34,DES
file0419.txt.enc,7.626655202804319,127.01286764705883,5380.012702070719,73.34856987065746,0.025657004195851252,-1.260112430919415,59289,10.439690242193068,0,2,2,1,2,1,1,1,0,3,2,2,0,2,4,2,5,1,2,4,3,3,0,2,1,2,3,5,3,1,1,4,2,4,1,2,2,1,1,2,5,4,2,0,3,2,1,3,0,3,3,3,2,3,1,4,4,2,1,4,3,1,4,2,1,4,4,5,1,1,2,1,3,3,2,1,1,4,4,2,0,4,1,1,4,1,4,1,3,3,3,1,1,0,4,1,0,0,3,4,3,3,4,1,2,3,4,1,1,2,3,3,0,1,1,1,3,5,1,1,3,0,3,1,1,4,1,1,2,1,3,2,2,2,1,0,0,1,2,3,5,2,3,1,4,2,1,3,0,7,0,4,2,1,1,0,2,1,3,2,4,2,0,3,0,1,2,2,1,3,1,0,3,1,3,1,2,0,2,2,3,1,6,1,3,3,3,2,7,4,2,3,1,3,2,4,3,1,0,3,2,4,1,4,3,1,2,2,4,2,1,1,2,4,2,2,4,3,2,1,2,5,1,3,4,2,2,1,1,1,0,2,1,2,6,0,1,2,0,4,3,1,0,5,2,1,1,4,0,4,1,2,1,0,4,2,DES
file0409.txt.enc,7.978941085384881,127.82859680284191,5412.68420886585,73.57094677157451,-0.010261463698112266,-1.1813202103360656,955356,10.298368526915484,31,32,37,28,34,34,46,35,40,36,41,41,27,44,36,31,39,33,38,32,33,29,36,28,35,34,44,39,32,44,28,31,25,29,34,37,30,35,41,35,19,31,49,44,34,32,28,41,30,32,34,26,24,42,33,35,36,44,32,37,35,38,36,36,36,20,39,28,31,29,31,47,40,36,43,29,19,42,39,41,37,26,42,29,25,31,44,33,32,44,37,46,36,26,34,32,32,39,24,41,30,31,39,40,36,33,31,41,28,46,38,36,38,37,48,42,36,25,32,31,35,42,34,42,29,29,34,40,45,31,33,39,47,33,42,38,34,38,43,32,37,34,42,36,43,36,35,41,31,31,39,49,25,33,33,41,33,37,39,35,39,32,34,38,37,32,35,36,32,34,29,35,24,40,26,38,44,39,39,46,41,40,23,45,39,39,31,43,32,29,25,30,28,35,38,31,31,26,38,29,33,31,36,36,32,28,38,34,39,38,33,37,45,43,40,41,27,41,40,37,40,39,30,34,42,18,29,35,29,28,35,35,42,34,31,39,38,34,41,36,40,23,37,33,47,33,37,34,39,42,40,21,35,36,25,36,DES
file0334.txt.enc,7.963721184377358,128.3871906841339,5498.199792253305,74.14984687950006,-0.010214164319620217,-1.2155937240396786,582322,10.293385476634828,11,25,20,21,20,16,23,24,26,22,21,23,21,14,27,26,15,18,22,24,23,21,29,19,22,23,16,29,18,22,24,25,27,15,17,11,18,24,17,32,29,20,10,26,13,26,23,26,14,17,27,28,16,25,19,20,30,26,16,20,18,17,24,19,17,18,22,23,22,29,23,23,20,27,17,12,10,23,21,16,27,29,22,22,23,27,14,20,20,20,19,30,22,26,16,20,29,24,19,20,17,25,21,24,19,20,17,16,25,25,20,25,32,12,35,21,30,22,25,21,20,23,15,21,23,16,19,19,15,21,13,19,16,37,22,20,19,18,19,29,21,14,29,21,22,21,22,31,19,23,13,20,28,16,30,13,16,21,12,23,28,18,22,24,20,19,13,14,20,26,17,18,23,29,19,13,17,23,17,16,23,24,17,22,14,22,19,33,19,22,26,21,20,21,28,22,18,29,31,28,23,25,29,18,19,18,21,32,23,22,25,19,19,21,26,23,13,24,23,27,27,23,18,23,22,19,16,23,27,20,20,22,20,24,22,27,22,24,20,23,18,21,24,20,21,24,24,19,15,24,22,25,28,17,19,25,DES
file0324.txt.enc,7.978444785355486,127.97880116959064,5351.83312760764,73.15622412076527,-0.004985937924628974,-1.185690914527316,863274,10.255472080910717,45,32,22,27,29,27,24,42,32,26,32,29,36,33,23,28,33,30,29,23,29,36,33,35,24,29,21,40,33,31,31,33,31,25,30,31,37,20,31,30,29,31,31,30,21,30,36,35,42,28,30,44,33,25,36,23,34,36,28,38,40,32,39,27,35,38,37,36,29,32,24,31,35,30,39,41,27,30,37,29,36,37,32,25,26,37,31,37,28,34,36,35,26,35,51,28,48,29,32,31,36,26,23,31,31,32,24,32,36,30,27,36,33,36,30,39,40,33,38,43,36,29,29,35,33,30,45,41,31,36,18,40,29,35,30,36,30,33,32,35,30,23,34,34,23,27,24,28,29,36,31,32,28,30,22,33,28,36,33,43,33,36,29,39,35,31,25,28,21,33,22,36,31,47,33,33,33,39,27,33,40,35,30,36,32,32,34,36,32,14,32,38,30,32,35,31,34,41,36,31,28,35,42,27,33,29,30,37,35,34,38,38,30,31,39,38,21,31,33,35,31,34,32,26,37,28,39,33,26,26,32,24,31,32,37,40,35,30,23,33,36,21,34,35,28,39,38,27,35,29,27,33,23,31,27,30,DES
file0537.txt.enc,7.943128654996313,128.2265243902439,5457.897162310382,73.87758227169039,0.011089889973617293,-1.198461524068851,347383,10.291231763958685,9,21,10,8,11,11,7,11,18,10,12,10,10,12,15,6,10,19,13,13,12,13,13,8,8,13,17,22,15,12,17,10,15,9,18,14,11,12,11,16,12,12,9,7,14,12,17,8,16,13,11,13,14,17,15,14,17,14,13,15,11,12,8,14,18,14,19,7,6,16,13,19,9,9,14,19,10,15,16,8,14,17,11,13,11,18,10,13,8,13,16,9,14,12,12,14,13,8,14,19,18,12,11,15,14,11,11,12,6,8,17,11,11,9,11,7,13,11,14,11,8,19,16,14,10,16,13,17,14,14,14,12,9,16,11,14,10,18,11,12,12,14,12,14,19,11,13,18,10,21,14,15,15,17,14,13,8,11,16,11,8,10,23,8,10,12,17,11,17,10,10,15,12,16,7,11,10,21,8,15,8,4,16,10,15,11,7,15,21,8,11,14,8,12,6,15,11,10,8,13,11,15,15,15,13,15,13,11,12,17,12,15,14,20,18,12,19,15,11,11,8,22,10,8,6,11,9,15,12,11,15,10,10,18,12,13,10,5,14,14,11,14,14,14,12,19,19,8,20,11,14,11,17,15,17,13,DES
file0527.txt.enc,7.974748982084714,127.70360949612403,5416.561740847507,73.59729438537471,0.00495015915577869,-1.187751519946998,855027,10.176655485004153,24,27,40,28,25,41,30,29,28,30,29,37,42,31,34,26,36,38,45,32,31,25,31,22,27,22,33,30,36,37,35,21,36,32,37,21,29,28,35,28,37,28,36,27,24,31,39,38,42,31,30,28,29,42,32,26,52,39,33,25,33,32,29,47,38,27,30,28,27,25,24,37,40,35,31,27,27,39,27,25,25,29,18,38,37,42,30,34,33,34,30,42,36,32,34,28,40,25,43,41,38,41,44,26,36,29,26,27,38,41,29,34,38,23,29,24,35,37,32,28,31,40,38,31,34,30,34,33,25,28,24,44,31,37,32,29,24,35,32,34,26,33,31,20,39,34,21,31,33,30,39,30,45,53,31,31,38,38,39,33,39,31,28,33,42,23,35,26,25,25,26,36,30,30,35,37,37,30,24,31,39,34,39,36,33,26,35,34,32,29,22,32,30,25,31,21,30,34,33,29,36,29,34,27,34,41,37,38,35,34,29,31,21,40,27,34,34,42,25,46,29,24,26,23,30,25,39,24,35,32,33,45,32,28,31,34,26,34,34,40,35,33,30,47,22,31,32,26,34,31,25,32,34,34,40,33,DES
file0362.txt.enc,7.963381306342102,128.20524447949526,5362.720295839284,73.23059671912611,-0.03605535814436856,-1.1883918203437862,539835,10.316702255365689,20,19,17,22,14,23,20,25,19,21,15,25,16,22,22,16,16,27,26,18,17,14,12,21,19,23,23,18,12,20,20,17,17,23,16,27,16,21,14,22,17,28,12,18,16,18,18,24,20,18,24,11,21,15,17,22,29,24,20,19,18,20,22,15,23,23,14,14,26,21,20,17,17,20,15,17,16,22,16,22,22,24,18,16,17,21,24,15,26,15,21,28,20,22,17,20,23,18,15,18,17,19,21,18,15,16,18,13,19,21,22,20,21,17,22,19,25,22,23,20,16,22,26,18,19,22,16,21,18,16,25,18,19,20,20,19,22,31,24,21,21,12,18,19,27,18,18,18,24,15,11,15,30,18,23,23,12,16,26,26,32,28,18,23,14,26,30,17,17,15,20,16,16,30,13,33,20,19,21,20,25,17,15,18,13,33,17,21,14,21,20,20,22,20,18,23,29,29,11,20,24,27,19,25,23,25,24,19,20,23,16,20,9,23,13,26,10,24,17,14,19,25,22,21,22,18,27,19,20,23,23,22,23,17,26,16,30,24,15,15,13,19,19,18,15,21,18,16,19,11,14,17,25,14,18,18,DES
file0372.txt.enc,7.953443894096919,127.34520609318996,5440.761881140321,73.76152032828716,-0.01056459148193576,-1.2012844478974127,471491,10.27719532399762,20,13,15,15,18,17,20,25,18,8,20,14,14,17,19,15,16,26,20,26,17,22,17,33,14,19,16,15,19,17,16,20,18,10,22,14,19,13,16,17,18,17,16,6,18,17,19,22,16,22,15,18,16,16,20,22,24,12,18,11,10,18,10,18,23,14,10,14,18,17,19,27,17,17,11,19,16,21,17,21,8,15,21,22,23,11,16,23,22,16,22,14,22,10,19,21,24,12,17,13,27,19,17,18,13,13,13,21,25,16,18,24,19,10,19,14,23,19,15,8,21,10,14,19,13,7,19,20,18,12,16,24,16,22,18,19,27,19,24,16,11,14,19,13,15,20,14,15,22,14,16,21,19,13,14,22,23,22,11,18,21,16,16,19,18,13,16,17,17,16,18,16,26,19,18,21,16,20,15,16,19,17,26,17,22,11,15,21,9,20,24,23,15,10,12,20,23,16,20,19,15,21,15,24,16,18,34,14,15,17,15,14,23,17,23,21,11,17,16,13,28,16,18,19,15,17,12,11,22,23,17,18,19,10,11,20,18,12,14,20,12,10,21,13,18,22,21,22,17,14,22,15,16,15,17,15,DES
file0310.txt.enc,7.968577598551753,126.223787446505,5425.950097495477,73.66104871297637,0.04374330149093472,-1.1882584720440728,593493,10.287356684815963,19,13,19,14,21,28,24,18,19,25,16,22,24,27,23,20,19,25,23,24,23,27,23,25,24,23,21,30,26,22,19,24,25,17,23,27,27,20,24,24,25,19,22,20,19,17,17,22,16,17,20,20,28,19,23,26,30,19,17,19,21,30,21,24,20,14,36,28,19,29,32,24,22,30,16,24,23,36,24,28,24,20,16,24,24,10,26,19,24,25,23,17,13,23,16,35,16,18,34,23,29,23,17,19,21,20,23,15,20,20,18,25,21,19,26,29,19,22,19,24,29,23,26,21,28,19,24,21,20,14,30,26,16,21,21,23,24,27,25,33,23,11,17,23,25,23,21,15,25,20,18,22,16,26,28,29,17,22,30,26,25,20,17,21,30,14,23,16,25,25,19,18,27,27,19,20,21,17,24,18,25,24,18,22,25,12,19,25,16,20,21,22,20,20,23,17,22,19,22,25,21,14,18,20,13,19,15,19,16,14,26,25,19,34,20,18,23,23,20,22,20,22,18,23,17,19,25,26,28,24,17,21,12,24,24,22,26,22,23,20,19,17,18,27,23,26,25,19,15,23,22,23,28,21,22,25,DES
file0545.txt.enc,7.976602697130084,128.14897435897436,5460.601396383959,73.89588213414844,-0.0020168338669344786,-1.203865872744672,823392,10.274389369839792,24,25,31,35,29,27,29,27,28,30,31,26,31,30,27,23,36,30,37,38,31,31,25,32,36,19,39,25,26,37,32,28,32,27,34,39,26,32,35,24,34,23,36,35,29,26,27,30,22,33,34,27,23,32,24,34,35,46,27,25,30,34,30,28,34,28,30,26,33,25,41,28,26,29,36,26,18,34,34,37,24,28,30,23,34,34,29,41,35,34,30,22,26,26,42,22,26,28,31,44,29,39,22,33,30,30,30,29,38,25,34,38,45,33,31,29,39,28,24,33,34,36,30,29,26,24,36,41,25,30,33,24,26,22,30,34,28,21,32,30,24,27,32,26,29,31,28,26,35,20,28,30,36,36,34,37,22,28,41,35,35,21,37,26,34,30,36,29,24,28,17,43,31,21,28,37,28,40,32,29,33,28,30,31,33,30,34,35,36,21,24,30,18,26,34,30,27,35,29,38,29,26,23,24,34,26,35,32,40,32,30,21,33,28,37,34,29,29,44,37,22,38,29,32,28,38,30,22,21,31,38,41,24,34,33,33,29,33,25,33,35,26,25,34,28,32,36,33,27,37,32,38,32,37,24,22,DES
file0494.txt.enc,7.914196570737398,125.9501811594203,5384.4612861990645,73.3788885593061,0.016370031768599365,-1.175848721478342,233016,10.272906535915343,9,11,13,14,7,8,8,4,8,13,5,10,7,7,7,10,11,12,9,6,9,6,11,3,10,4,10,10,11,8,12,7,8,5,13,12,6,13,10,7,4,9,8,11,5,11,9,10,11,6,13,8,11,10,7,9,8,3,7,7,12,6,8,6,6,16,8,8,8,7,12,8,8,8,9,6,9,10,5,13,5,12,15,10,9,7,10,8,10,7,6,12,10,13,9,3,10,13,7,8,7,11,10,8,8,7,9,4,8,6,2,11,17,5,14,3,9,8,13,9,8,12,14,3,10,5,5,12,7,10,12,8,11,3,13,6,9,7,10,12,13,8,8,11,9,7,4,9,4,2,10,12,16,12,15,15,12,7,9,7,9,12,9,9,6,12,10,3,6,9,7,9,11,9,6,8,9,10,5,14,5,8,7,9,7,5,8,8,4,9,7,11,4,9,10,9,8,5,14,8,10,8,10,4,10,8,9,11,5,5,12,6,10,10,13,10,9,12,9,7,6,11,11,6,6,8,6,10,9,6,10,8,7,9,12,9,4,8,8,6,3,4,11,8,10,3,16,8,7,10,7,13,7,8,8,5,DES
file0484.txt.enc,7.964776754716384,126.67909356725146,5402.501916722239,73.50171369922091,0.018650682592532046,-1.1964353493169202,579782,10.293411138466057,15,12,25,22,15,22,18,23,19,20,17,18,16,20,28,20,21,27,26,24,22,31,24,22,19,21,25,24,28,32,27,17,28,17,15,26,22,13,29,22,24,24,22,23,24,21,18,22,30,18,18,16,18,22,23,20,16,25,20,23,16,16,14,19,32,21,21,19,22,20,28,28,24,21,24,22,20,21,25,21,18,12,22,11,23,24,19,12,27,16,28,28,20,16,30,18,22,27,19,22,24,26,21,22,15,24,19,18,26,26,22,31,29,25,15,19,30,24,23,15,20,20,22,25,23,18,17,15,23,18,17,24,18,23,18,30,15,24,29,36,19,20,22,22,22,26,28,12,22,24,20,25,12,20,28,25,19,22,26,12,26,11,30,17,12,20,27,26,22,14,24,23,20,25,16,21,16,22,22,18,17,17,16,23,24,24,22,22,18,24,21,23,20,20,34,20,26,23,21,24,18,16,20,22,18,18,19,23,23,18,17,26,28,24,19,15,22,25,24,26,31,13,21,26,17,21,12,12,18,32,23,20,16,21,15,19,28,15,23,16,24,27,20,21,28,22,11,21,24,18,20,21,20,22,19,21,DES
file0508.txt.enc,7.960249766703796,126.64811320754717,5463.704005873977,73.91687226793337,0.01660446510404931,-1.1909293251926647,442078,10.210958781881505,22,26,19,13,20,9,21,22,18,16,15,12,16,14,19,11,17,20,21,16,19,18,18,13,19,11,12,13,14,14,18,17,7,14,18,17,16,14,14,16,21,16,13,23,12,15,23,14,21,17,17,24,14,16,13,22,24,17,19,11,21,14,20,21,12,21,13,13,11,21,15,18,16,22,15,16,21,21,15,15,12,18,25,17,17,18,23,13,15,21,10,14,22,17,18,17,17,12,23,18,12,16,18,13,15,16,14,19,25,20,16,13,24,10,11,20,18,10,22,15,13,18,17,20,14,19,17,10,16,17,12,20,13,20,17,20,18,16,14,18,13,15,12,19,17,18,14,14,17,15,20,14,15,21,27,19,20,14,16,12,12,17,24,9,21,18,14,12,14,27,13,22,11,18,19,13,8,17,16,21,13,17,18,13,15,14,21,13,18,11,11,16,15,17,16,17,18,18,20,23,16,17,18,10,19,16,15,18,21,16,12,19,18,20,24,15,10,18,12,14,24,14,13,14,6,14,16,21,21,21,16,18,16,14,14,16,16,21,8,19,15,13,19,14,15,19,16,21,8,13,18,18,18,18,15,23,DES
file0470.txt.enc,7.952682836339429,126.76121794871794,5539.307299371301,74.42652282198398,0.0009392029654644515,-1.2060592808224138,397776,10.307453116245048,13,14,15,18,13,16,18,11,14,25,10,12,17,12,23,18,13,13,23,18,15,10,15,22,12,12,18,20,18,18,10,24,23,19,14,10,13,15,10,16,8,19,14,19,14,11,12,13,12,14,19,12,15,11,15,12,13,10,10,13,10,14,17,9,17,15,14,16,15,10,10,19,18,18,11,12,14,20,15,13,16,14,16,18,16,14,10,20,18,16,7,15,20,14,12,10,14,15,12,10,14,10,16,14,25,7,19,23,12,9,12,11,17,16,12,15,12,17,13,19,21,15,22,16,10,11,14,9,14,13,11,10,12,6,10,15,17,13,17,10,13,21,21,17,12,13,17,16,12,14,15,12,16,27,18,12,19,14,15,9,12,10,16,14,12,13,18,15,11,21,18,25,17,19,8,16,16,10,15,22,17,16,15,18,20,10,15,15,17,19,14,18,14,6,13,15,15,11,13,17,11,10,9,14,9,16,15,9,16,12,14,16,9,19,16,13,19,15,14,15,14,18,13,12,10,15,15,17,16,15,15,16,14,9,16,8,17,17,19,11,15,13,7,12,17,14,21,15,15,13,16,18,18,17,15,12,DES
file0518.txt.enc,7.935420427436869,128.09718309859156,5319.889851219997,72.93757502974717,0.0017113039510122446,-1.1759922437689079,296098,10.210771721810726,12,13,9,11,11,6,13,8,8,6,6,10,9,12,11,12,16,16,7,16,12,9,10,7,9,6,9,13,12,18,9,16,12,7,6,7,13,10,9,8,12,9,7,11,13,9,9,10,10,10,9,14,11,14,12,9,6,7,15,4,14,11,12,12,19,16,14,9,10,22,13,19,11,11,11,6,17,14,10,13,13,8,10,12,10,11,12,7,15,14,12,13,12,14,11,15,8,12,9,10,13,7,7,6,12,12,11,15,12,16,13,10,11,8,11,7,9,12,13,9,10,13,10,10,15,17,8,9,8,8,13,10,10,12,12,8,16,9,17,13,8,6,7,12,15,19,16,15,13,15,7,14,8,14,12,11,11,10,14,8,12,4,13,15,11,10,12,12,17,8,11,16,10,9,14,10,10,8,17,10,10,11,10,12,5,18,10,11,12,9,12,7,7,13,4,16,11,11,16,3,3,14,12,15,8,6,16,10,10,16,8,11,11,18,11,12,10,12,14,7,10,6,12,11,13,5,13,10,15,8,11,14,9,13,10,15,10,19,10,13,11,11,12,7,7,16,12,14,12,12,13,11,6,5,9,10,DES
file0460.txt.enc,7.968917347651829,128.3644801980198,5464.170681412974,73.92002895976823,-0.025340175048788563,-1.192276646319432,693162,10.3553957093406,28,16,29,23,28,27,24,33,29,11,31,29,28,31,35,22,24,23,31,23,19,35,22,26,34,20,21,21,28,21,20,26,19,22,24,19,26,23,33,29,26,19,18,27,28,26,19,30,18,17,32,22,20,27,25,30,19,23,27,29,21,26,16,34,30,17,22,18,22,22,25,29,26,22,30,17,16,16,22,23,21,28,24,28,21,29,24,27,28,34,22,25,25,20,30,21,29,27,35,20,22,28,28,29,30,32,29,23,41,33,19,19,27,30,16,31,20,23,37,22,19,26,20,30,19,23,36,24,31,30,19,17,27,30,20,24,30,27,27,24,21,20,23,27,26,23,31,30,22,19,27,30,28,29,24,22,20,22,23,26,25,17,28,25,23,31,29,20,23,25,32,30,19,41,31,24,16,29,16,25,31,37,24,22,24,27,26,25,30,21,17,27,19,23,27,28,31,28,24,30,23,27,18,29,26,31,30,29,21,17,18,28,28,28,24,25,23,33,25,23,29,27,35,30,30,35,19,19,34,17,20,24,22,19,19,32,31,26,25,22,24,24,28,20,22,45,28,29,25,20,24,28,30,21,18,25,DES
file0386.txt.enc,7.9707647734623865,127.10908084163898,5469.985609675635,73.95935106310516,-0.00690873411357835,-1.1934621534974372,763278,10.279038762148636,25,32,22,30,43,31,30,25,32,30,37,22,20,27,35,32,36,26,34,26,29,31,31,26,33,24,28,25,22,32,36,36,30,29,20,35,24,26,27,26,23,24,27,24,27,25,23,23,36,28,43,19,24,30,29,43,30,20,24,33,17,25,20,28,28,26,31,25,29,22,36,36,19,32,31,27,25,35,31,29,30,24,17,29,30,27,31,27,26,24,28,28,24,25,17,31,24,30,32,28,28,26,35,34,37,25,32,26,19,25,34,27,24,25,36,28,19,31,41,23,28,30,31,25,37,15,27,30,33,21,34,24,32,30,35,30,24,29,15,23,31,32,22,34,28,35,30,24,44,23,19,37,40,35,29,28,22,18,32,23,45,31,24,28,28,25,40,43,28,25,26,29,18,29,25,23,25,28,32,27,31,20,26,35,31,28,35,27,23,24,29,24,43,24,35,33,23,38,30,23,25,34,32,33,31,22,16,21,28,18,29,26,20,35,33,27,28,29,27,28,25,22,29,25,24,33,27,23,35,32,25,20,24,43,28,28,22,41,28,28,25,28,34,28,28,29,27,32,28,24,31,17,27,25,25,33,DES
file0396.txt.enc,7.961383265055172,129.94285063752278,5527.303427939439,74.34583665505042,-0.032912307089803916,-1.217704336018886,473231,10.3801929747514,19,15,19,10,15,23,12,10,15,14,16,18,17,17,20,26,10,16,17,22,12,18,15,14,14,13,18,17,13,16,17,14,14,18,16,13,15,19,19,23,13,22,21,21,16,29,22,12,22,15,16,15,27,16,25,14,17,16,20,16,19,19,11,16,16,16,19,22,19,17,5,13,8,13,18,14,14,21,17,18,19,14,14,19,19,11,21,13,15,18,20,13,18,8,11,13,16,16,21,16,18,25,22,15,21,15,12,13,15,14,20,25,20,21,16,12,19,21,11,17,16,17,14,12,14,21,13,15,18,17,17,18,15,14,23,19,18,15,15,15,18,17,17,25,19,12,15,18,20,14,18,16,18,20,17,19,15,15,15,15,11,10,16,19,13,16,24,24,11,17,17,25,19,15,22,28,16,19,14,10,16,15,21,14,20,19,18,23,15,16,18,16,23,18,14,17,24,22,15,16,19,15,19,19,16,24,12,22,19,14,17,16,26,10,16,17,15,21,19,16,16,19,19,15,18,20,22,16,20,16,18,18,20,14,16,22,8,21,18,14,11,23,13,16,33,23,16,19,22,18,18,17,17,20,18,25,DES
